dataset,form,model,R2_floored_rand,within_10pct_mean_rand,R2_floored_loso,within_10pct_mean_loso,optimism_gap
D5_Helical_R123,local,SVR_RBF,0.9762674141497428,0.9307692307692308,-0.6960393938777018,0.1798534798534798,1.6723068080274446
D5_Helical_R123,local,MLP,-1.0,0.5096153846153846,-1.0,0.0399877899877899,0.0
D5_Helical_R123,local,XGBoost,0.9497879003507432,0.7384615384615384,0.4658975898149234,0.2033882783882784,0.4838903105358198
D5_Helical_R123,local,LightGBM,0.9356492675054024,0.7326923076923078,0.3043432160766742,0.2382173382173382,0.6313060514287283
D5_Helical_R123,local,CatBoost,0.9627317011013296,0.8173076923076923,0.5557457513489815,0.2476495726495726,0.40698594975234803
D5_Helical_R123,local,GPR_Matern,0.9978540018653252,0.9865384615384616,-1.0,0.3292429792429792,1.9978540018653252
D5_Helical_R123,reduced,Linear,0.7810553545481618,0.4826923076923076,0.3940368424299045,0.2239926739926739,0.3870185121182573
D5_Helical_R123,reduced,Poly2_Ridge,0.8800208515904515,0.5567307692307693,-0.8870158657443333,0.0855311355311355,1.767036717334785
D5_Helical_R123,reduced,kNN_k5,0.8792836174159863,0.5038461538461539,0.211577536479111,0.1811965811965812,0.6677060809368752
D5_Helical_R123,reduced,RandomForest,0.9248817778873002,0.6548076923076922,0.0735600197645833,0.1727106227106227,0.8513217581227169
D5_Helical_R123,reduced,ExtraTrees,0.9348158275291216,0.6817307692307693,0.2263548396776196,0.1868742368742368,0.708460987851502
D5_Helical_R123,reduced,HistGB,0.9299445055302034,0.6865384615384614,0.1393552718865706,0.1939560439560439,0.7905892336436328
D5_Helical_R123,reduced,SVR_RBF,0.9371897003311992,0.7538461538461538,-0.6418946947463473,0.1791514041514041,1.5790843950775466
D5_Helical_R123,reduced,MLP,-1.0,0.3778846153846153,-1.0,0.0085470085470085,0.0
D5_Helical_R123,reduced,XGBoost,0.952283030505234,0.7211538461538461,0.5224213284282604,0.2547924297924298,0.4298617020769736
D5_Helical_R123,reduced,LightGBM,0.9318503864229252,0.6971153846153847,0.203575589274456,0.2175518925518925,0.7282747971484692
D5_Helical_R123,reduced,CatBoost,0.9627612721159744,0.7990384615384616,0.6038551353341487,0.2726495726495727,0.3589061367818257
D5_Helical_R123,reduced,GPR_Matern,0.9466541820466642,0.7384615384615384,0.1547135710671358,0.2262210012210012,0.7919406109795284
