dataset,study,boiling_mode,fluid,D_m,L_m,P_kPa,G_kg_m2s,X,dHin_kJkg,Ra_um,CA_deg,orient_deg,CHF_kW_m2
Zhao2020,Inasaka,flow,water,0.003,0.1,390.0,5600,-0.1041,,,,,11300.0
Zhao2020,Inasaka,flow,water,0.003,0.1,310.0,6700,-0.0596,,,,,10600.0
Zhao2020,Inasaka,flow,water,0.003,0.1,330.0,4300,-0.0395,,,,,7300.0
Zhao2020,Inasaka,flow,water,0.003,0.1,620.0,6400,-0.146,,,,,12800.0
Zhao2020,Inasaka,flow,water,0.003,0.1,640.0,4700,-0.0849,,,,,11000.0
Zhao2020,Inasaka,flow,water,0.003,0.1,640.0,6200,-0.1221,,,,,8200.0
Zhao2020,Inasaka,flow,water,0.003,0.1,910.0,5500,-0.1224,,,,,15600.0
Zhao2020,Peskov,flow,water,0.01,0.4,10000.0,1944,-0.0465,,,,,4200.0
Zhao2020,Peskov,flow,water,0.01,0.66,10000.0,4750,-0.0297,,,,,4000.0
Zhao2020,Peskov,flow,water,0.01,0.565,10000.0,1000,0.0103,,,,,4300.0
Zhao2020,Peskov,flow,water,0.01,1.0,12000.0,4986,-0.0629,,,,,4000.0
Zhao2020,Peskov,flow,water,0.01,0.565,12000.0,1000,-0.0868,,,,,3500.0
Zhao2020,Peskov,flow,water,0.01,1.65,12000.0,4028,0.0311,,,,,2000.0
Zhao2020,Peskov,flow,water,0.01,1.65,12000.0,2439,0.1103,,,,,1400.0
Zhao2020,Peskov,flow,water,0.01,0.52,14000.0,2217,-0.0472,,,,,2900.0
Zhao2020,Peskov,flow,water,0.01,0.89,14000.0,3056,0.0323,,,,,2000.0
Zhao2020,Peskov,flow,water,0.01,0.893,14000.0,2200,0.1344,,,,,1100.0
Zhao2020,Peskov,flow,water,0.01,0.66,16000.0,3861,-0.0514,,,,,3100.0
Zhao2020,Peskov,flow,water,0.01,0.89,16000.0,1617,-0.03,,,,,1700.0
Zhao2020,Peskov,flow,water,0.01,0.565,16000.0,1000,0.1228,,,,,1100.0
Zhao2020,Peskov,flow,water,0.01,1.3,18000.0,5361,-0.068,,,,,2800.0
Zhao2020,Peskov,flow,water,0.01,1.65,18000.0,2875,-0.1184,,,,,2100.0
Zhao2020,Peskov,flow,water,0.01,1.65,18000.0,750,-0.1488,,,,,900.0
Zhao2020,Peskov,flow,water,0.01,1.65,20000.0,1842,-0.2306,,,,,1300.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,707,0.166,,,,,4900.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,932,0.1109,,,,,5300.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,1352,0.0523,,,,,5900.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,1885,0.0258,,,,,7100.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,2794,0.0128,,,,,9700.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,3730,0.0086,,,,,12600.0
Zhao2020,Thompson,flow,water,0.001,0.025,100.0,5750,0.0077,,,,,19300.0
Zhao2020,Thompson,flow,water,0.001,0.038,100.0,1370,0.1293,,,,,5500.0
Zhao2020,Thompson,flow,water,0.001,0.038,100.0,1777,0.0825,,,,,5900.0
Zhao2020,Thompson,flow,water,0.001,0.038,100.0,2780,0.0406,,,,,7500.0
Zhao2020,Thompson,flow,water,0.001,0.038,100.0,3757,0.0328,,,,,9700.0
Zhao2020,Thompson,flow,water,0.001,0.038,100.0,5642,0.0344,,,,,14700.0
Zhao2020,Thompson,flow,water,0.001,0.051,100.0,1336,0.1904,,,,,4900.0
Zhao2020,Thompson,flow,water,0.001,0.051,100.0,1790,0.1417,,,,,5600.0
Zhao2020,Thompson,flow,water,0.001,0.051,100.0,2821,0.0864,,,,,7100.0
Zhao2020,Thompson,flow,water,0.001,0.051,100.0,3716,0.0633,,,,,8400.0
Zhao2020,Thompson,flow,water,0.001,0.051,100.0,5588,0.0547,,,,,12100.0
Zhao2020,Thompson,flow,water,0.0017,0.043,100.0,1301,0.0967,,,,,6900.0
Zhao2020,Thompson,flow,water,0.0017,0.043,100.0,2007,0.0644,,,,,9200.0
Zhao2020,Thompson,flow,water,0.0017,0.064,100.0,1967,0.1405,,,,,8300.0
Zhao2020,Thompson,flow,water,0.0011,0.114,2140.0,5384,0.1854,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0011,0.114,2140.0,6510,-0.0185,,,,,7300.0
Zhao2020,Thompson,flow,water,0.0011,0.114,2140.0,6781,-0.0134,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0036,0.076,3450.0,1316,-0.0592,,,,,9000.0
Zhao2020,Thompson,flow,water,0.0036,0.076,3450.0,1492,0.0049,,,,,8400.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3960.0,2618,0.1937,,,,,6700.0
Zhao2020,Thompson,flow,water,0.0046,0.229,4030.0000000000005,2631,0.1312,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3560.0,2672,0.1554,,,,,7000.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3830.0,2712,0.1609,,,,,6700.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3900.0,2726,0.1682,,,,,6800.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3760.0,2767,0.0892,,,,,8000.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3720.0,2848,0.0611,,,,,9000.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3760.0,2875,0.0281,,,,,8800.0
Zhao2020,Thompson,flow,water,0.0046,0.229,3830.0,2889,0.0666,,,,,8200.0
Zhao2020,Thompson,flow,water,0.0056,0.216,3930.0,3865,0.1332,,,,,7200.0
Zhao2020,Thompson,flow,water,0.0056,0.216,3960.0,3865,0.137,,,,,7300.0
Zhao2020,Thompson,flow,water,0.0056,0.216,3830.0,4136,0.0449,,,,,7300.0
Zhao2020,Thompson,flow,water,0.0056,0.216,3860.0,4136,0.0436,,,,,7300.0
Zhao2020,Thompson,flow,water,0.0056,0.432,3860.0,4069,0.0902,,,,,6700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,3860.0,4069,0.0858,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,3860.0,4136,0.1294,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0056,0.432,3900.0,4136,0.1282,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.048,,,,,8600.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0739,,,,,8500.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0497,,,,,7900.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0429,,,,,7400.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0589,,,,,7900.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0195,,,,,7200.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5249,-0.0254,,,,,7100.0
Zhao2020,Thompson,flow,water,0.0057,0.625,3450.0,5262,0.0287,,,,,6000.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3743,0.1487,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3743,0.153,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3757,0.1522,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3784,0.1466,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3784,0.1508,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3784,0.1508,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3797,0.1457,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3811,0.1494,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3811,0.1494,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3811,0.145,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3811,0.1494,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3838,0.144,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3879,0.146,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3879,0.146,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3892,0.1454,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3906,0.1447,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3933,0.1434,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3947,0.0867,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3947,0.1427,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3960,0.0818,,,,,4500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,3960,0.0861,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,4001,0.1402,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5696,0.0854,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5696,0.0883,,,,,4500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5737,0.0874,,,,,4500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5886,0.0221,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5940,0.0209,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5954,0.0206,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,5967,0.0203,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7554,0.0601,,,,,4700.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7622,0.0591,,,,,4700.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7893,-0.0071,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7893,-0.0178,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7893,-0.0071,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,3450.0,7893,-0.0071,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,2034,0.1671,,,,,5300.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,2034,0.144,,,,,5600.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3900.0,2034,0.1383,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3900.0,2034,0.1383,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3900.0,2034,0.1113,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,3797,0.1078,,,,,5300.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3930.0,3797,0.105,,,,,5300.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4069,0.0117,,,,,5400.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4069,0.0117,,,,,5400.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4069,-0.0237,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4123,0.0379,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4123,0.0424,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3860.0,4136,0.0902,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0108,0.432,3900.0,4136,0.0887,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0108,0.864,4100.0,2902,0.1788,,,,,3700.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3830.0,3811,0.1407,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3900.0,3811,0.1394,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3900.0,3974,0.1316,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3960.0,3974,0.1272,,,,,3800.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3690.0,4055,0.0817,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3720.0,4055,0.0804,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3900.0,4055,0.0751,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0108,0.864,4100.0,4055,0.0618,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0108,0.864,4210.0,4055,0.0502,,,,,3800.0
Zhao2020,Thompson,flow,water,0.0108,0.864,3900.0,4069,0.0184,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0046,0.295,5030.0,5059,0.0623,,,,,5600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,4960.0,3703,0.1978,,,,,4300.0
Zhao2020,Thompson,flow,water,0.0056,0.432,5030.0,3703,0.1951,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0056,0.432,4960.0,4204,0.0465,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0056,0.432,4930.0,4218,0.0426,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0056,0.864,5070.0,4218,0.1459,,,,,4100.0
Zhao2020,Thompson,flow,water,0.0036,0.076,6890.0,1316,-0.0416,,,,,8000.0
Zhao2020,Thompson,flow,water,0.0036,0.076,6890.0,2889,-0.165,,,,,10600.0
Zhao2020,Thompson,flow,water,0.0036,0.076,6890.0,4042,-0.1916,,,,,11300.0
Zhao2020,Thompson,flow,water,0.0036,0.076,6890.0,6157,-0.1146,,,,,13300.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7170.0,1370,0.1702,,,,,5600.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7000.0,1383,0.1601,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7280.0,1383,0.1523,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0046,0.229,6890.0,1410,0.1361,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0046,0.229,6930.0,2224,0.1531,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0046,0.229,6930.0,2401,0.1356,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7030.0,2441,0.1857,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7140.0,2495,0.1261,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7070.0,2509,0.1085,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7340.0,2550,0.0655,,,,,6200.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7000.0,2590,0.0709,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7260.0,2590,0.0567,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7030.0,2780,-0.0477,,,,,7500.0
Zhao2020,Thompson,flow,water,0.0046,0.229,6760.0,2821,-0.0711,,,,,8000.0
Zhao2020,Thompson,flow,water,0.0046,0.229,7140.0,2889,-0.1257,,,,,8900.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,3065,0.1827,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,3201,0.1129,,,,,6200.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,3282,0.1401,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,4448,0.1101,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,4584,0.0758,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,4828,0.0267,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,4964,0.0073,,,,,6800.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,5045,0.0045,,,,,6900.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,5967,0.0657,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,6157,0.0102,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,6157,0.0073,,,,,6700.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,6279,0.0465,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0047,0.318,6890.0,6388,0.0376,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6860.0,1926,0.165,,,,,5300.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6930.0,1926,0.1671,,,,,5400.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6890.0,2061,0.0829,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6960.0,2061,0.0716,,,,,6400.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6930.0,3323,0.1178,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6930.0,3323,0.1178,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6890.0,3852,0.0387,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6930.0,3852,0.0363,,,,,5800.0
Zhao2020,Thompson,flow,water,0.0056,0.216,6890.0,4150,-0.0668,,,,,7200.0
Zhao2020,Thompson,flow,water,0.0056,0.432,7000.0,2061,0.1894,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0056,0.432,7340.0,2061,0.2006,,,,,4600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,3513,0.1877,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,7000.0,3513,0.1888,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,3580,0.1798,,,,,3700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,7000.0,3580,0.1714,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6860.0,3635,0.1447,,,,,3700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,3635,0.1432,,,,,3700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,3933,0.0773,,,,,4700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4055,0.0511,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4055,0.0562,,,,,5300.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6830.0,4069,0.1696,,,,,3700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6860.0,4069,0.1648,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6860.0,4069,0.0418,,,,,5600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6860.0,4069,0.0451,,,,,5600.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4069,0.099,,,,,4100.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4069,0.099,,,,,4100.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4069,0.0518,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6890.0,4069,0.0518,,,,,5700.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6860.0,4123,0.0332,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0056,0.432,6960.0,4123,0.0302,,,,,5500.0
Zhao2020,Thompson,flow,water,0.0056,0.864,7030.0,3852,0.1856,,,,,2900.0
Zhao2020,Thompson,flow,water,0.0056,0.864,6960.0,4123,0.0947,,,,,3400.0
Zhao2020,Thompson,flow,water,0.0056,0.864,7000.0,4421,0.0713,,,,,3500.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,1682,0.0029,,,,,5000.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,2414,0.1092,,,,,4400.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,2482,0.1005,,,,,4700.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,2495,0.1088,,,,,4200.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,2563,0.0606,,,,,4700.0
Zhao2020,Thompson,flow,water,0.008,0.61,6890.0,2631,0.0141,,,,,5300.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.359,6890.0,4069,0.1294,,,,,2600.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.359,7000.0,4069,0.1284,,,,,2600.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.359,7030.0,4069,0.1946,,,,,2300.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.359,7030.0,4069,0.0666,,,,,3300.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.727,6890.0,4069,0.1722,,,,,2400.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.727,6930.0,4069,0.0944,,,,,2800.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.727,6930.0,4069,0.0944,,,,,2800.0
Zhao2020,Thompson,flow,water,0.009300000000000001,1.727,7000.0,4069,0.1714,,,,,2400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3635,0.0503,,,,,3100.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3648,0.0551,,,,,3200.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3662,0.0491,,,,,3100.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3757,0.0087,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3797,-0.022,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3811,-0.0229,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3825,0.0051,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3825,0.0051,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3825,0.0051,,,,,3900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3947,-0.0259,,,,,3400.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3960,-0.0322,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3987,-0.0289,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3987,-0.0338,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,3987,-0.0338,,,,,4800.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,4001,-0.0297,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,4042,-0.0321,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,4042,-0.0008,,,,,4000.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,4055,-0.0329,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,4055,-0.0329,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5425,0.0133,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5425,0.0133,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5438,0.013,,,,,3600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5696,-0.0261,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5696,-0.0261,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5723,-0.0269,,,,,4900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5778,-0.0251,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5778,-0.0251,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5818,-0.0229,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5859,-0.0274,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5859,-0.0375,,,,,4700.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,5913,-0.0257,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6049,-0.0591,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6049,-0.0591,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6049,-0.0591,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6049,-0.0591,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6062,-0.0563,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6062,-0.0595,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6076,-0.06,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6089,-0.0573,,,,,6600.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,6103,-0.0609,,,,,6500.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7202,-0.0025,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7229,-0.0029,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7269,-0.0035,,,,,4200.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7554,-0.0416,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7554,-0.0416,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7554,-0.0416,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.762,6890.0,7961,-0.0825,,,,,7600.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,3933,-0.0098,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,3933,-0.0047,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4001,-0.0092,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4218,-0.0225,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4218,-0.0274,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4286,-0.0264,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4286,-0.0264,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4503,-0.0427,,,,,5000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,4611,-0.0029,,,,,4400.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5181,-0.0369,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5221,-0.0386,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5221,-0.0386,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5289,-0.0378,,,,,6000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5371,-0.0413,,,,,6000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5506,-0.0469,,,,,6000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5547,-0.0522,,,,,5900.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5723,-0.0553,,,,,6000.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,5859,-0.02,,,,,5100.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,6117,-0.0624,,,,,6200.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,6212,-0.0268,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,6266,-0.0283,,,,,5200.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,6279,-0.0482,,,,,6800.0
Zhao2020,Thompson,flow,water,0.0103,0.794,6890.0,6347,-0.024,,,,,5400.0
