TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,InletTemperature,InletEnthalpy,HeatFlux,CHFLocation,Shape,Fluid,Source,Continuous,Quality,QualityPosition,WallPower,WallMesh
584,0.015,0.0471,1.7671e-04,7,1.598e+07,114793.8,1503.2,0.2656,337.3,1565850.78,348000,6.1,outlet,water,Becker,yes,-0.089,0.0,0.452,0.175
585,0.015,0.0471,1.7671e-04,7,1.599e+07,147450.7,1994.9,0.3525,337.2,1565074.76,447000,6.2,outlet,water,Becker,yes,-0.09,0.0,0.452,0.175
586,0.015,0.0471,1.7671e-04,7,1.601e+07,181097.1,2503,0.4423,337.4,1566466.9,549000,6.1,outlet,water,Becker,yes,-0.09,0.0,0.452,0.175
587,0.015,0.0471,1.7671e-04,7,1.600e+07,213424.1,3009.9,0.5319,336.6,1560645.57,647000,6.1,outlet,water,Becker,yes,-0.096,0.0,0.452,0.175
588,0.015,0.0471,1.7671e-04,7,1.010e+06,132276.8,499.4,0.0883,170.3,719980.63,401000,5.8,N-inlet,water,Becker,yes,-0.022,0.0,0.63,0.175
589,0.015,0.0471,1.7671e-04,7,1.000e+06,164273.9,998.5,0.1764,169.4,716044.3,498000,6,N-inlet,water,Becker,yes,-0.023,0.0,0.63,0.175
590,0.015,0.0471,1.7671e-04,7,1.000e+06,198580.1,1498.7,0.2648,170.1,719101.41,602000,6.1,N-inlet,water,Becker,yes,-0.022,0.0,0.63,0.175
591,0.015,0.0471,1.7671e-04,7,1.030e+06,228927.9,2003.4,0.354,170.9,722613.59,694000,6.3,N-inlet,water,Becker,yes,-0.023,0.0,0.63,0.175
592,0.015,0.0471,1.7671e-04,7,1.000e+06,296880.5,2507.9,0.4432,169.7,717354.28,900000,6,N-inlet,water,Becker,yes,-0.023,0.0,0.63,0.175
593,0.015,0.0471,1.7671e-04,7,1.000e+06,330197.1,3013.8,0.5326,169.8,717791.01,1001000,6.3,N-inlet,water,Becker,yes,-0.022,0.0,0.63,0.175
594,0.015,0.0471,1.7671e-04,7,2.000e+06,163944,502.2,0.0887,201.8,859990.44,497000,5.1,N-inlet,water,Becker,yes,-0.026,0.0,0.63,0.175
595,0.015,0.0471,1.7671e-04,7,2.000e+06,331549.6,1005.1,0.1776,202.6,863592.24,1005100,5.9,N-inlet,water,Becker,yes,-0.024,0.0,0.63,0.175
596,0.015,0.0471,1.7671e-04,7,2.010e+06,231236.9,1507,0.2663,202.1,861344.64,701000,6,N-inlet,water,Becker,yes,-0.026,0.0,0.63,0.175
597,0.015,0.0471,1.7671e-04,7,2.000e+06,261914.6,2001.9,0.3538,202.1,861340.71,794000,6.2,N-inlet,water,Becker,yes,-0.025,0.0,0.63,0.175
598,0.015,0.0471,1.7671e-04,7,1.990e+06,295561,2500.8,0.4419,202.5,863137.93,896000,6.3,N-inlet,water,Becker,yes,-0.023,0.0,0.63,0.175
599,0.015,0.0471,1.7671e-04,7,2.010e+06,328547.8,2998.2,0.5298,202.5,863145.72,996000,6.4,N-inlet,water,Becker,yes,-0.025,0.0,0.63,0.175
600,0.015,0.0471,1.7671e-04,7,3.000e+06,164273.9,500.4,0.0884,224.1,962072.65,498000,5.4,N-inlet,water,Becker,yes,-0.026,0.0,0.63,0.175
601,0.015,0.0471,1.7671e-04,7,3.010e+06,212764.4,1002.4,0.1771,223.5,959296.2,645000,6,N-inlet,water,Becker,yes,-0.028,0.0,0.63,0.175
602,0.015,0.0471,1.7671e-04,7,3.000e+06,247070.6,1504.8,0.2659,223.6,959756.71,749000,6.3,N-inlet,water,Becker,yes,-0.027,0.0,0.63,0.175
603,0.015,0.0471,1.7671e-04,7,3.010e+06,280387.1,2001,0.3536,224.3,963001.94,850000,6.3,N-inlet,water,Becker,yes,-0.026,0.0,0.63,0.175
604,0.015,0.0471,1.7671e-04,7,3.000e+06,330197.1,2499.8,0.4418,224.3,962999.55,1001000,6.1,N-inlet,water,Becker,yes,-0.025,0.0,0.63,0.175
605,0.015,0.0471,1.7671e-04,7,3.000e+06,361864.3,3003,0.5307,223.4,958830.85,1097000,6.1,N-inlet,water,Becker,yes,-0.028,0.0,0.63,0.175
606,0.015,0.0471,1.7671e-04,7,4.990e+06,147450.7,501.2,0.0886,253.9,1103935.34,447000,6.3,N-inlet,water,Becker,yes,-0.03,0.0,0.63,0.175
607,0.015,0.0471,1.7671e-04,7,5.000e+06,221670.8,1004.3,0.1775,254.2,1105403.64,672000,5.9,N-inlet,water,Becker,yes,-0.03,0.0,0.63,0.175
608,0.015,0.0471,1.7671e-04,7,5.000e+06,280057.3,1511.3,0.2671,253.9,1103934.64,849000,5.9,N-inlet,water,Becker,yes,-0.031,0.0,0.63,0.175
609,0.015,0.0471,1.7671e-04,7,4.990e+06,328217.9,2003.6,0.3541,254.4,1106384.35,995000,5.7,N-inlet,water,Becker,yes,-0.029,0.0,0.63,0.175
610,0.015,0.0471,1.7671e-04,7,5.010e+06,362854,2510,0.4436,254.1,1104913.12,1100000,6,N-inlet,water,Becker,yes,-0.031,0.0,0.63,0.175
611,0.015,0.0471,1.7671e-04,7,4.990e+06,411344.4,3005.5,0.5311,254.2,1105404.38,1247000,5.5,N-inlet,water,Becker,yes,-0.03,0.0,0.63,0.175
612,0.015,0.0471,1.7671e-04,7,6.990e+06,148110.4,503.1,0.0889,275.8,1213612.89,449000,5.2,N-inlet,water,Becker,yes,-0.035,0.0,0.63,0.175
613,0.015,0.0471,1.7671e-04,7,7.010e+06,245751.1,1002,0.1771,275.8,1213604.08,745000,4.1,N-inlet,water,Becker,yes,-0.036,0.0,0.63,0.175
614,0.015,0.0471,1.7671e-04,7,7.010e+06,279067.7,1492.1,0.2637,275.7,1213085.7,846000,5,N-inlet,water,Becker,yes,-0.036,0.0,0.63,0.175
615,0.015,0.0471,1.7671e-04,7,7.000e+06,312384.3,2008.9,0.355,275.7,1213090.09,947000,5.8,N-inlet,water,Becker,yes,-0.036,0.0,0.63,0.175
616,0.015,0.0471,1.7671e-04,7,7.010e+06,368791.6,2559.5,0.4523,275.1,1209979.32,1118000,2.8,N-inlet,water,Becker,yes,-0.039,0.0,0.63,0.175
617,0.015,0.0471,1.7671e-04,7,7.000e+06,373079.8,3033.5,0.5361,275.3,1211018.34,1131000,2,N-inlet,water,Becker,yes,-0.037,0.0,0.63,0.175
618,0.015,0.0471,1.7671e-04,7,9.990e+06,114463.9,502.3,0.0888,301,1347949.76,347000,5.7,N-inlet,water,Becker,yes,-0.045,0.0,0.63,0.175
619,0.015,0.0471,1.7671e-04,7,1.000e+07,131946.9,1003.7,0.1774,301,1347937.93,400000,6.1,N-inlet,water,Becker,yes,-0.045,0.0,0.63,0.175
620,0.015,0.0471,1.7671e-04,7,1.002e+07,205177.4,1500,0.2651,301.5,1350772.95,622000,4.5,N-inlet,water,Becker,yes,-0.044,0.0,0.63,0.175
621,0.015,0.0471,1.7671e-04,7,1.002e+07,237834.3,2018.7,0.3567,301.2,1349056.73,721000,3.2,N-inlet,water,Becker,yes,-0.045,0.0,0.63,0.175
622,0.015,0.0471,1.7671e-04,7,1.200e+07,82136.9,501.5,0.0886,314.5,1424754.68,249000,5.4,N-inlet,water,Becker,yes,-0.056,0.0,0.63,0.175
623,0.015,0.0471,1.7671e-04,7,1.201e+07,98630.3,1004.5,0.1775,314.5,1424736.15,299000,6,N-inlet,water,Becker,yes,-0.056,0.0,0.63,0.175
624,0.015,0.0471,1.7671e-04,7,1.199e+07,149100,1500.1,0.2651,314.9,1427233.32,452000,5.8,N-inlet,water,Becker,yes,-0.053,0.0,0.63,0.175
625,0.015,0.0471,1.7671e-04,7,1.211e+07,196271,2047.2,0.3618,315.2,1428855.33,595000,2.3,N-inlet,water,Becker,yes,-0.056,0.0,0.63,0.175
626,0.015,0.0471,1.7671e-04,7,1.202e+07,208806,2600,0.4595,313.7,1419823.13,633000,2,N-inlet,water,Becker,yes,-0.061,0.0,0.63,0.175
627,0.015,0.0471,1.7671e-04,7,1.207e+07,226618.8,3117.9,0.551,313.2,1416692.27,687000,1.8,N-inlet,water,Becker,yes,-0.065,0.0,0.63,0.175
628,0.015,0.0471,1.7671e-04,7,1.399e+07,65313.7,501.3,0.0886,327,1500269.85,198000,5.8,N-inlet,water,Becker,yes,-0.066,0.0,0.63,0.175
629,0.015,0.0471,1.7671e-04,7,1.400e+07,98630.3,1006.8,0.1779,326.8,1498900.5,299000,5,N-inlet,water,Becker,yes,-0.067,0.0,0.63,0.175
630,0.015,0.0471,1.7671e-04,7,1.400e+07,131946.9,1499.3,0.2649,327.1,1500913.34,400000,4.3,N-inlet,water,Becker,yes,-0.066,0.0,0.63,0.175
631,0.015,0.0471,1.7671e-04,7,1.397e+07,182746.4,1991.1,0.3519,327,1500326.37,554000,3.9,N-inlet,water,Becker,yes,-0.065,0.0,0.63,0.175
632,0.015,0.0471,1.7671e-04,7,1.400e+07,199899.5,2519.2,0.4452,327.2,1501585.85,606000,5.9,N-inlet,water,Becker,yes,-0.065,0.0,0.63,0.175
633,0.015,0.0471,1.7671e-04,7,1.401e+07,239153.7,3003.4,0.5307,326.7,1498203.27,725000,3.6,N-inlet,water,Becker,yes,-0.069,0.0,0.63,0.175
634,0.015,0.0471,1.7671e-04,7,1.599e+07,65643.6,502.4,0.0888,337.8,1569507.75,199000,4.7,N-inlet,water,Becker,yes,-0.086,0.0,0.63,0.175
635,0.015,0.0471,1.7671e-04,7,1.599e+07,98630.3,996.7,0.1761,337.2,1565074.76,299000,5.2,N-inlet,water,Becker,yes,-0.09,0.0,0.63,0.175
636,0.015,0.0471,1.7671e-04,7,1.600e+07,131946.9,1496.4,0.2644,336.9,1562835.02,400000,5.1,N-inlet,water,Becker,yes,-0.093,0.0,0.63,0.175
637,0.015,0.0471,1.7671e-04,7,1.599e+07,182416.6,2003.9,0.3541,336.9,1562874.32,553000,4.4,N-inlet,water,Becker,yes,-0.093,0.0,0.63,0.175
638,0.015,0.0471,1.7671e-04,7,1.600e+07,232226.5,2491.8,0.4403,337.8,1569466.49,704000,1.5,N-inlet,water,Becker,yes,-0.086,0.0,0.63,0.175
639,0.015,0.0471,1.7671e-04,7,1.600e+07,263563.9,3038.2,0.5369,337.4,1566507.23,799000,1.9,N-inlet,water,Becker,yes,-0.089,0.0,0.63,0.175
640,0.015,0.0471,1.7671e-04,7,1.010e+06,140523.4,503.3,0.0889,169.7,717359.76,426000,5.3,N-middle,water,Becker,yes,-0.023,0.0,0.546,0.175
641,0.015,0.0471,1.7671e-04,7,1.010e+06,181427,999.9,0.1767,169.7,717359.76,550000,5.8,N-middle,water,Becker,yes,-0.023,0.0,0.546,0.175
642,0.015,0.0471,1.7671e-04,7,9.900e+05,214413.7,1500.4,0.2651,169.5,716475.44,650000,6.3,N-middle,water,Becker,yes,-0.022,0.0,0.546,0.175
643,0.015,0.0471,1.7671e-04,7,1.020e+06,246740.7,2011,0.3554,170.3,719986.08,748000,6.5,N-middle,water,Becker,yes,-0.023,0.0,0.546,0.175
644,0.015,0.0471,1.7671e-04,7,9.900e+05,312714.1,2498.1,0.4415,170.1,719095.95,948000,6.3,N-middle,water,Becker,yes,-0.021,0.0,0.546,0.175
645,0.015,0.0471,1.7671e-04,7,1.000e+06,378027.8,3019.4,0.5336,170.5,720849.08,1146000,6.1,N-middle,water,Becker,yes,-0.021,0.0,0.546,0.175
646,0.015,0.0471,1.7671e-04,7,1.020e+06,163614.1,502.9,0.0889,170.5,720859.97,496000,4.9,N-middle,water,Becker,yes,-0.023,0.0,0.546,0.175
647,0.015,0.0471,1.7671e-04,7,2.010e+06,198580.1,1001,0.1769,202.4,862695.37,602000,6,N-middle,water,Becker,yes,-0.025,0.0,0.546,0.175
648,0.015,0.0471,1.7671e-04,7,2.000e+06,229917.5,1502.1,0.2654,202.1,861340.71,697000,6.1,N-middle,water,Becker,yes,-0.025,0.0,0.546,0.175
649,0.015,0.0471,1.7671e-04,7,1.990e+06,280717,2003.7,0.3541,202.4,862687.56,851000,6,N-middle,water,Becker,yes,-0.024,0.0,0.546,0.175
650,0.015,0.0471,1.7671e-04,7,1.990e+06,312054.4,2503.5,0.4424,202.2,861787,946000,6.4,N-middle,water,Becker,yes,-0.024,0.0,0.546,0.175
651,0.015,0.0471,1.7671e-04,7,2.010e+06,362194.2,2997.2,0.5296,202.4,862695.37,1098000,6.1,N-middle,water,Becker,yes,-0.025,0.0,0.546,0.175
652,0.015,0.0471,1.7671e-04,7,2.990e+06,164933.6,503.3,0.0889,223.6,959754.26,500000,4.9,N-middle,water,Becker,yes,-0.027,0.0,0.546,0.175
653,0.015,0.0471,1.7671e-04,7,3.000e+06,214413.7,1002.3,0.1771,224.4,963463.11,650000,5.9,N-middle,water,Becker,yes,-0.025,0.0,0.546,0.175
654,0.015,0.0471,1.7671e-04,7,3.010e+06,248060.2,1503.2,0.2656,223.9,961148.48,752000,6.3,N-middle,water,Becker,yes,-0.027,0.0,0.546,0.175
655,0.015,0.0471,1.7671e-04,7,3.010e+06,280387.1,1999.8,0.3534,223.7,960222.19,850000,6.6,N-middle,water,Becker,yes,-0.027,0.0,0.546,0.175
656,0.015,0.0471,1.7671e-04,7,2.990e+06,328547.8,2495.6,0.441,223.7,960217.31,996000,6.3,N-middle,water,Becker,yes,-0.026,0.0,0.546,0.175
657,0.015,0.0471,1.7671e-04,7,3.000e+06,378687.6,3006.1,0.5312,224.5,963926.74,1148000,6.3,N-middle,water,Becker,yes,-0.025,0.0,0.546,0.175
658,0.015,0.0471,1.7671e-04,7,4.990e+06,147780.5,502.3,0.0888,254.3,1105894.31,448000,6.1,N-middle,water,Becker,yes,-0.029,0.0,0.546,0.175
659,0.015,0.0471,1.7671e-04,7,4.990e+06,230577.2,1001.3,0.1769,253.6,1102467.39,699000,5.2,N-middle,water,Becker,yes,-0.031,0.0,0.546,0.175
660,0.015,0.0471,1.7671e-04,7,5.000e+06,262574.3,1501.5,0.2653,253.6,1102466.73,796000,6.1,N-middle,water,Becker,yes,-0.032,0.0,0.546,0.175
661,0.015,0.0471,1.7671e-04,7,5.010e+06,313373.9,2004,0.3541,254,1104423.47,950000,5.4,N-middle,water,Becker,yes,-0.031,0.0,0.546,0.175
662,0.015,0.0471,1.7671e-04,7,5.000e+06,346360.6,2491.2,0.4402,253.4,1101488.72,1050000,6.2,N-middle,water,Becker,yes,-0.032,0.0,0.546,0.175
663,0.015,0.0471,1.7671e-04,7,5.000e+06,387594,2992,0.5287,253.8,1103445.21,1175000,5.3,N-middle,water,Becker,yes,-0.031,0.0,0.546,0.175
664,0.015,0.0471,1.7671e-04,7,7.010e+06,147120.8,501.3,0.0886,276.3,1216198.71,446000,5,N-middle,water,Becker,yes,-0.034,0.0,0.546,0.175
665,0.015,0.0471,1.7671e-04,7,7.020e+06,203528.1,997.9,0.1763,276.5,1217233.3,617000,5.3,N-middle,water,Becker,yes,-0.034,0.0,0.546,0.175
666,0.015,0.0471,1.7671e-04,7,7.020e+06,246081,1500.1,0.2651,276.1,1215155.82,746000,4.9,N-middle,water,Becker,yes,-0.035,0.0,0.546,0.175
667,0.015,0.0471,1.7671e-04,7,6.990e+06,280717,2004.8,0.3543,275.8,1213612.89,851000,4.6,N-middle,water,Becker,yes,-0.035,0.0,0.546,0.175
668,0.015,0.0471,1.7671e-04,7,7.020e+06,313703.7,2505.3,0.4427,275.7,1213081.32,951000,4.3,N-middle,water,Becker,yes,-0.037,0.0,0.546,0.175
669,0.015,0.0471,1.7671e-04,7,7.010e+06,345041.1,2991.8,0.5287,275.9,1214122.63,1046000,4.1,N-middle,water,Becker,yes,-0.036,0.0,0.546,0.175
670,0.015,0.0471,1.7671e-04,7,1.001e+07,106877,502.3,0.0888,301.3,1349640.43,324000,5.6,N-middle,water,Becker,yes,-0.045,0.0,0.546,0.175
671,0.015,0.0471,1.7671e-04,7,9.990e+06,149100,1001.7,0.177,300.4,1344529.58,452000,4.9,N-middle,water,Becker,yes,-0.048,0.0,0.546,0.175
672,0.015,0.0471,1.7671e-04,7,1.002e+07,182086.7,1507.4,0.2664,300.9,1347343.57,552000,4.9,N-middle,water,Becker,yes,-0.047,0.0,0.546,0.175
673,0.015,0.0471,1.7671e-04,7,9.990e+06,214083.8,2004.5,0.3542,301.1,1348520.97,649000,4.2,N-middle,water,Becker,yes,-0.045,0.0,0.546,0.175
674,0.015,0.0471,1.7671e-04,7,1.001e+07,233216.1,2512.2,0.4439,301.1,1348497.21,707000,4.2,N-middle,water,Becker,yes,-0.045,0.0,0.546,0.175
675,0.015,0.0471,1.7671e-04,7,1.000e+07,240473.2,3004.6,0.531,301.1,1348509.08,729000,4.1,N-middle,water,Becker,yes,-0.045,0.0,0.546,0.175
676,0.015,0.0471,1.7671e-04,7,1.200e+07,81807.1,499.6,0.0883,314.2,1422915.09,248000,5.2,N-middle,water,Becker,yes,-0.057,0.0,0.546,0.175
677,0.015,0.0471,1.7671e-04,7,1.199e+07,115783.4,1002.9,0.1772,315.1,1428466.41,351000,5.5,N-middle,water,Becker,yes,-0.052,0.0,0.546,0.175
678,0.015,0.0471,1.7671e-04,7,1.201e+07,147120.8,1505.7,0.2661,314.5,1424736.15,446000,4.6,N-middle,water,Becker,yes,-0.056,0.0,0.546,0.175
679,0.015,0.0471,1.7671e-04,7,1.202e+07,156027.2,1996.7,0.3528,314.4,1424104.1,473000,4.3,N-middle,water,Becker,yes,-0.057,0.0,0.546,0.175
680,0.015,0.0471,1.7671e-04,7,1.201e+07,164933.6,2507.4,0.4431,314.2,1422896.8,500000,4.3,N-middle,water,Becker,yes,-0.058,0.0,0.546,0.175
681,0.015,0.0471,1.7671e-04,7,1.202e+07,188354.2,3019.9,0.5337,314.6,1425331.67,571000,4.2,N-middle,water,Becker,yes,-0.056,0.0,0.546,0.175
682,0.015,0.0471,1.7671e-04,7,1.402e+07,65643.6,505.9,0.0894,326.6,1497507.08,199000,5.6,N-middle,water,Becker,yes,-0.07,0.0,0.546,0.175
683,0.015,0.0471,1.7671e-04,7,1.398e+07,99619.9,1005.1,0.1776,326.5,1496949.74,302000,5.7,N-middle,water,Becker,yes,-0.068,0.0,0.546,0.175
684,0.015,0.0471,1.7671e-04,7,1.399e+07,122710.6,1507.6,0.2664,326.8,1498928.47,372000,4.6,N-middle,water,Becker,yes,-0.067,0.0,0.546,0.175
685,0.015,0.0471,1.7671e-04,7,1.399e+07,148110.4,2010.5,0.3553,326.7,1498258.93,449000,4,N-middle,water,Becker,yes,-0.068,0.0,0.546,0.175
686,0.015,0.0471,1.7671e-04,7,1.403e+07,182086.7,2491.8,0.4403,327,1500157.05,552000,4,N-middle,water,Becker,yes,-0.067,0.0,0.546,0.175
687,0.015,0.0471,1.7671e-04,7,1.397e+07,214743.6,2990.4,0.5284,326.9,1499655.03,651000,3.9,N-middle,water,Becker,yes,-0.066,0.0,0.546,0.175
688,0.015,0.0471,1.7671e-04,7,1.602e+07,65973.4,505.8,0.0894,337.6,1567902.91,200000,4.9,N-middle,water,Becker,yes,-0.089,0.0,0.546,0.175
689,0.015,0.0471,1.7671e-04,7,1.600e+07,90713.5,1009.4,0.1784,337.6,1567984.43,275000,5.5,N-middle,water,Becker,yes,-0.088,0.0,0.546,0.175
690,0.015,0.0471,1.7671e-04,7,1.601e+07,114463.9,1515.6,0.2678,337.4,1566466.9,347000,4.2,N-middle,water,Becker,yes,-0.09,0.0,0.546,0.175
691,0.015,0.0471,1.7671e-04,7,1.597e+07,155697.3,1999.5,0.3533,337.6,1568106.99,472000,5.4,N-middle,water,Becker,yes,-0.086,0.0,0.546,0.175
692,0.015,0.0471,1.7671e-04,7,1.601e+07,197590.5,2505.1,0.4427,337.4,1566466.9,599000,4.4,N-middle,water,Becker,yes,-0.09,0.0,0.546,0.175
693,0.015,0.0471,1.7671e-04,7,1.600e+07,224309.7,3016.4,0.533,337.5,1567245.23,680000,3.9,N-middle,water,Becker,yes,-0.089,0.0,0.546,0.175
694,0.00544,0.0171,2.3243e-05,0.762,7.200e+05,21363.9,678.8,0.0158,34.1,142900.57,1640500,0.498,middle(1),water,Todreas,yes,-0.271,0.0,0.576,0.019
695,0.00544,0.0171,2.3243e-05,0.762,7.300e+05,21085.2,678.8,0.0158,78.3,327734.2,1619100,0.597,middle(1),water,Todreas,yes,-0.183,0.0,0.576,0.019
696,0.00544,0.0171,2.3243e-05,0.762,5.900e+05,21414.7,678.8,0.0158,104.9,439504.53,1644400,0.683,middle(1),water,Todreas,yes,-0.109,0.0,0.576,0.019
697,0.00544,0.0171,2.3243e-05,0.762,6.800e+05,22775.5,682,0.0159,129,541763.02,1748900,0.749,middle(1),water,Todreas,yes,-0.073,0.0,0.576,0.019
698,0.00544,0.0171,2.3243e-05,0.762,4.300e+05,40628.5,1343.9,0.0312,10.7,44745.81,3119800,0.566,middle(1),water,Todreas,yes,-0.269,0.0,0.576,0.019
699,0.00544,0.0171,2.3243e-05,0.762,5.300e+05,40834.2,1357.5,0.0316,61.1,255555.64,3135600,0.589,middle(1),water,Todreas,yes,-0.188,0.0,0.576,0.019
700,0.00544,0.0171,2.3243e-05,0.762,4.800e+05,38047.4,1357.5,0.0316,85.6,358167.11,2921600,0.752,middle(1),water,Todreas,yes,-0.13,0.0,0.576,0.019
701,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,34087.1,1357.5,0.0316,111.2,466035.62,2617500,0.749,middle(1),water,Todreas,yes,-0.076,0.0,0.576,0.019
702,0.00544,0.0171,2.3243e-05,0.762,7.400e+05,63069.3,2715,0.0631,23.4,98204.83,4843000,0.549,middle(1),water,Todreas,yes,-0.296,0.0,0.576,0.019
703,0.00544,0.0171,2.3243e-05,0.762,7.900e+05,60575.5,2715,0.0631,51.7,216482.96,4651500,0.683,middle(1),water,Todreas,yes,-0.245,0.0,0.576,0.019
704,0.00544,0.0171,2.3243e-05,0.762,7.900e+05,59167.7,2660.7,0.0618,82.7,346237.21,4543400,0.709,middle(1),water,Todreas,yes,-0.182,0.0,0.576,0.019
705,0.00544,0.0171,2.3243e-05,0.762,7.800e+05,51364.5,2687.9,0.0625,109.8,460346.57,3944200,0.587,middle(1),water,Todreas,yes,-0.125,0.0,0.576,0.019
706,0.00544,0.0171,2.3243e-05,0.762,6.300e+05,27442.9,659.7,0.0153,28.6,119838.69,2107300,0.747,middle(2),water,Todreas,yes,-0.269,0.0,0.386,0.019
707,0.00544,0.0171,2.3243e-05,0.762,6.500e+05,26457.1,659.7,0.0153,49,205081.23,2031600,0.749,middle(2),water,Todreas,yes,-0.231,0.0,0.386,0.019
708,0.00544,0.0171,2.3243e-05,0.762,6.100e+05,24213.3,675.5,0.0157,76.2,318834.93,1859300,0.691,middle(2),water,Todreas,yes,-0.17,0.0,0.386,0.019
709,0.00544,0.0171,2.3243e-05,0.762,6.300e+05,24150.7,651.6,0.0151,89.9,376350.68,1854500,0.744,middle(2),water,Todreas,yes,-0.145,0.0,0.386,0.019
710,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,23872.1,672.2,0.0156,105.5,442089.56,1833100,0.734,middle(2),water,Todreas,yes,-0.118,0.0,0.386,0.019
711,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,22614.1,662.5,0.0154,115.8,485658.23,1736500,0.734,middle(2),water,Todreas,yes,-0.097,0.0,0.386,0.019
712,0.00544,0.0171,2.3243e-05,0.762,6.400e+05,21660.8,659.7,0.0153,132,554529.46,1663300,0.739,middle(2),water,Todreas,yes,-0.061,0.0,0.386,0.019
713,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,42094.8,1324.9,0.0308,12.8,53577.88,3232400,0.61,middle(2),water,Todreas,yes,-0.271,0.0,0.386,0.019
714,0.00544,0.0171,2.3243e-05,0.762,4.500e+05,45116.10000000001,1311.3,0.0305,11.4,47700.25,3464400,0.701,middle(2),water,Todreas,yes,-0.271,0.0,0.386,0.019
715,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,42565,1319.5,0.0307,27.9,116757.21,3268500,0.655,middle(2),water,Todreas,yes,-0.241,0.0,0.386,0.019
716,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,40335.5,1319.5,0.0307,54.1,226230.15,3097300,0.66,middle(2),water,Todreas,yes,-0.189,0.0,0.386,0.019
717,0.00544,0.0171,2.3243e-05,0.762,4.800e+05,38633.4,1303.2,0.0303,69.6,291082.03,2966600,0.711,middle(2),water,Todreas,yes,-0.162,0.0,0.386,0.019
718,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,36579.7,1343.9,0.0312,84.8,354792.03,2808900,0.734,middle(2),water,Todreas,yes,-0.128,0.0,0.386,0.019
719,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,32620.8,1351,0.0314,112.7,472384.11,2504900,0.749,middle(2),water,Todreas,yes,-0.073,0.0,0.386,0.019
720,0.00544,0.0171,2.3243e-05,0.762,4.600e+05,31241.7,1337.4,0.0311,116.4,488058.8,2399000,0.711,middle(2),water,Todreas,yes,-0.065,0.0,0.386,0.019
721,0.00544,0.0171,2.3243e-05,0.762,7.400e+05,68760.3,2660.7,0.0618,17,71434.47,5280000,0.658,middle(2),water,Todreas,yes,-0.309,0.0,0.386,0.019
722,0.00544,0.0171,2.3243e-05,0.762,7.900e+05,63186.5,2679.7,0.0623,54.9,229855.04,4852000,0.559,middle(2),water,Todreas,yes,-0.239,0.0,0.386,0.019
723,0.00544,0.0171,2.3243e-05,0.762,7.900e+05,59050.5,2687.9,0.0625,83.2,348335.43,4534400,0.638,middle(2),water,Todreas,yes,-0.181,0.0,0.386,0.019
724,0.00544,0.0171,2.3243e-05,0.762,7.900e+05,52157.5,2660.7,0.0618,110.1,461622.41,4005100,0.607,middle(2),water,Todreas,yes,-0.125,0.0,0.386,0.019
725,0.00544,0.0171,2.3243e-05,0.762,5.900e+05,25078,682,0.0159,33.4,139858.87,1925700,0.747,middle(3),water,Todreas,yes,-0.253,0.0,0.3,0.019
726,0.00544,0.0171,2.3243e-05,0.762,6.900e+05,21719.4,682,0.0159,77.3,323509.91,1667800,0.749,middle(3),water,Todreas,yes,-0.179,0.0,0.3,0.019
727,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,20056.4,685.8,0.0159,77.9,326001.17,1540100,0.691,middle(3),water,Todreas,yes,-0.174,0.0,0.3,0.019
728,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,23913.7,678.8,0.0158,103.1,431959.63,1836300,0.744,middle(3),water,Todreas,yes,-0.123,0.0,0.3,0.019
729,0.00544,0.0171,2.3243e-05,0.762,5.900e+05,21701.2,682,0.0159,103.5,433595.37,1666400,0.734,middle(3),water,Todreas,yes,-0.112,0.0,0.3,0.019
730,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,22728.7,682,0.0159,132.8,557957.56,1745300,0.734,middle(3),water,Todreas,yes,-0.062,0.0,0.3,0.019
731,0.00544,0.0171,2.3243e-05,0.762,4.400e+05,41596.1,1330.4,0.0309,13.7,57329.59,3194100,0.739,middle(3),water,Todreas,yes,-0.265,0.0,0.3,0.019
732,0.00544,0.0171,2.3243e-05,0.762,4.500e+05,40276.89999999999,1364.6,0.0317,54.6,228311.54,3092800,0.561,middle(3),water,Todreas,yes,-0.186,0.0,0.3,0.019
733,0.00544,0.0171,2.3243e-05,0.762,4.800e+05,38457.6,1364.6,0.0317,86.4,361527.1,2953100,0.569,middle(3),water,Todreas,yes,-0.129,0.0,0.3,0.019
734,0.00544,0.0171,2.3243e-05,0.762,4.700e+05,35963.7,1357.5,0.0316,112.1,469851.53,2761600,0.737,middle(3),water,Todreas,yes,-0.076,0.0,0.3,0.019
735,0.00544,0.0171,2.3243e-05,0.762,6.600e+05,58200.1,2742.2,0.0637,13.1,55027.77,4469100,0.572,middle(3),water,Todreas,yes,-0.305,0.0,0.3,0.019
